data,cliente_id,cliente_nome,empresa,segmento,canal,campanha,impressoes,cliques,custo,conversoes,receita
2026-01-25,36,Daniela Leão,Fernandes,Varejo,TikTok Ads,Promo,12584,529,4143.0,100,8292.09
2026-01-22,82,Lorena Campos,Vieira,Varejo,LinkedIn Ads,Lead Gen,30624,832,4092.4,149,16726.45
2026-01-19,30,Dr. Luiz Fernando Almeida,Caldeira,SaaS,LinkedIn Ads,Black Friday,32058,1153,1156.14,115,16296.01
2026-01-02,24,Maria Helena Novaes,Aparecida Ltda.,Marketing,Google Ads,Lead Gen,21295,179,2513.58,71,9272.73
2026-01-16,52,Levi Martins,Aragão,E-commerce,TikTok Ads,Black Friday,26526,1182,4515.38,110,9506.59
2026-01-04,95,Luiz Fernando Sampaio,da Mata,Marketing,Meta Ads,Awareness,11791,1412,3241.47,16,868.03
2026-01-05,48,Sara Borges,Ramos,Marketing,LinkedIn Ads,Awareness,16045,758,3442.79,20,1958.24
2026-01-10,84,Raul Oliveira,Cavalcanti S/A,Marketing,LinkedIn Ads,Awareness,41011,1947,1095.18,66,8071.48
2026-01-14,16,Rafael Machado,Ribeiro Siqueira e Filhos,E-commerce,LinkedIn Ads,Lead Gen,34602,693,1853.78,110,13262.15
2026-01-07,43,Isaac da Cunha,Moreira,E-commerce,TikTok Ads,Awareness,20819,775,3951.04,35,3649.5
2026-01-24,66,Sra. Juliana da Rocha,Vargas Moreira S/A,E-commerce,TikTok Ads,Conversão,16774,1580,1949.76,147,11736.33
2026-01-01,89,Srta. Raquel Costela,Casa Grande da Conceição e Filhos,Varejo,Meta Ads,Conversão,29025,695,2142.07,129,12975.25
2026-01-28,94,Yuri Costela,Lopes,Varejo,LinkedIn Ads,Black Friday,43118,1154,806.43,107,14273.06
2026-01-12,48,Sra. Maria Luiza Azevedo,Aragão,SaaS,TikTok Ads,Awareness,36672,1523,1826.59,125,15758.63
2026-01-19,46,Hellena Cassiano,Melo Machado e Filhos,E-commerce,Google Ads,Awareness,9723,1848,2664.17,21,3108.41
2026-01-09,100,Sr. Theodoro Sá,Barros,SaaS,TikTok Ads,Lead Gen,43707,634,3108.97,127,6530.82
2026-01-07,76,Heitor das Neves,Barros Araújo e Filhos,E-commerce,Google Ads,Awareness,17758,1892,4358.14,42,3158.35
2026-01-19,85,Caroline Jesus,Ramos Camargo S.A.,Marketing,Meta Ads,Retargeting,24732,533,4959.16,33,4767.34
2026-01-28,70,Luiz Felipe Vieira,Cavalcante,Marketing,LinkedIn Ads,Lead Gen,43581,1672,3078.15,145,15871.88
2026-01-03,91,Alice Cunha,Macedo,Varejo,TikTok Ads,Lead Gen,24105,233,1342.57,59,5922.4
2026-01-28,89,Sr. Ryan Costa,Câmara Silveira S/A,E-commerce,LinkedIn Ads,Black Friday,21336,1351,2353.24,76,9628.4
2026-01-09,53,Dr. Luigi Pimenta,Fogaça - EI,Varejo,Google Ads,Awareness,40444,1790,1745.34,8,432.52
2026-01-30,56,Kaique Pereira,Leão,SaaS,Meta Ads,Black Friday,26023,723,3002.78,78,5677.29
2026-01-31,74,Rafaela Novaes,Guerra,Varejo,TikTok Ads,Conversão,35130,1632,4001.5,10,1365.34
2026-01-14,89,Guilherme Cavalcante,Melo - ME,E-commerce,TikTok Ads,Black Friday,5543,512,603.6,61,4712.1
2026-01-10,34,Giovanna Rezende,Aragão,Marketing,LinkedIn Ads,Black Friday,36823,1556,1977.67,101,11206.33
2026-01-20,23,Sofia Souza,Cardoso S/A,SaaS,TikTok Ads,Lead Gen,41102,1260,4225.43,101,10706.89
2026-01-05,63,Heloisa Fonseca,da Mota,Marketing,LinkedIn Ads,Awareness,39589,1691,615.34,108,11650.36
2026-01-30,89,Erick Martins,Gonçalves Machado Ltda.,E-commerce,Meta Ads,Awareness,41073,595,3579.35,10,1493.31
2026-01-03,31,Srta. Yasmin Rios,Almeida,SaaS,LinkedIn Ads,Retargeting,24533,1789,3296.44,74,4368.37
2026-01-11,93,Ana Carolina Farias,Sampaio,Marketing,LinkedIn Ads,Awareness,45183,1012,2872.04,9,1239.85
2026-01-08,66,Sra. Laura Costela,Pinto Moraes e Filhos,Marketing,Google Ads,Black Friday,34236,551,2091.18,128,12748.04
2026-01-28,28,Diego Ribeiro,Azevedo S/A,SaaS,TikTok Ads,Promo,42425,847,2305.41,22,2075.52
2026-01-03,66,Valentina Pacheco,Andrade,SaaS,Google Ads,Black Friday,36172,1946,4345.4,75,7597.99
2026-01-29,56,Alice Brito,Duarte S.A.,Varejo,Meta Ads,Awareness,43596,1432,2794.68,141,8044.05
2026-01-15,37,Fernando Sousa,Garcia Brito Ltda.,SaaS,Google Ads,Promo,29200,652,1137.89,112,11480.12
2026-01-01,48,Camila da Conceição,Correia,E-commerce,Meta Ads,Conversão,13666,1139,1362.9,23,2602.57
2026-01-11,27,Ryan Viana,Leão,Varejo,LinkedIn Ads,Promo,14120,227,3042.4,32,2240.1
2026-01-17,84,Alana Teixeira,Nogueira,Varejo,Meta Ads,Retargeting,47538,1195,2088.24,134,16815.64
2026-01-26,46,Thomas Lopes,Vasconcelos,Varejo,Meta Ads,Black Friday,5997,348,1637.77,86,8029.19
2026-01-19,45,Maria Julia Nogueira,Sampaio Ltda.,E-commerce,LinkedIn Ads,Black Friday,21886,1367,3083.3,16,963.3
2026-01-28,84,Sra. Valentina Pastor,Moreira,SaaS,LinkedIn Ads,Lead Gen,33268,1875,2251.75,87,8584.12
2026-01-22,50,Clarice Ferreira,Mendes,E-commerce,Google Ads,Black Friday,38352,1421,4882.02,22,2614.08
2026-01-12,35,Alícia Mendes,Garcia Ltda.,E-commerce,TikTok Ads,Lead Gen,39111,967,2296.47,21,3094.69
2026-01-10,87,Pedro Lucas Campos,da Luz S.A.,E-commerce,LinkedIn Ads,Awareness,45583,1996,2514.91,34,2117.7
2026-01-04,6,Maria Laura Pires,Lima,Marketing,LinkedIn Ads,Retargeting,49666,1013,1236.54,120,10468.68
2026-01-31,100,Luísa Leão,Almeida,E-commerce,Meta Ads,Promo,45109,868,1592.56,88,8063.41
2026-01-07,87,Larissa Casa Grande,Vasconcelos,E-commerce,Meta Ads,Retargeting,23524,203,2203.39,103,9235.18
2026-01-30,19,Stephany das Neves,Brito e Filhos,SaaS,LinkedIn Ads,Black Friday,45665,675,1843.83,90,7654.81
2026-01-10,7,Esther Albuquerque,Vieira S/A,E-commerce,Meta Ads,Awareness,46107,698,2188.4,144,18714.71
2026-01-08,22,Ana Laura Viana,Caldeira,Marketing,Google Ads,Conversão,14306,119,1662.15,93,10924.64
2026-01-25,45,Luiz Gustavo Casa Grande,Rios,Marketing,Meta Ads,Retargeting,27677,1504,844.36,13,1552.91
2026-01-12,68,Luiz Gustavo Duarte,Costa Guerra S.A.,Varejo,Google Ads,Promo,12292,1165,4948.62,35,2023.0
2026-01-17,69,Bruna Cunha,Marques,Varejo,Google Ads,Conversão,40603,1169,3165.91,102,7947.6
2026-01-03,66,Sr. Francisco Campos,Freitas Rodrigues - ME,Varejo,Meta Ads,Retargeting,30279,183,2551.42,95,6153.92
2026-01-10,5,João Gabriel Souza,Ferreira Aragão - ME,Marketing,LinkedIn Ads,Lead Gen,8912,1803,4367.54,88,7833.37
2026-01-19,61,Agatha Rocha,da Luz,Marketing,TikTok Ads,Awareness,45294,421,4728.99,77,4136.91
2026-01-29,55,Raquel Garcia,Jesus S.A.,E-commerce,LinkedIn Ads,Black Friday,13670,1962,2735.29,150,16100.43
2026-01-15,36,Lunna Peixoto,Ferreira,Marketing,LinkedIn Ads,Promo,11203,147,783.72,68,4471.75
2026-01-11,84,Sra. Emanuella Jesus,Costa Rios - EI,E-commerce,Google Ads,Retargeting,16887,674,4904.7,38,3853.47
2026-01-31,29,Pietra Cavalcante,da Luz,Varejo,Google Ads,Awareness,9998,824,3345.31,77,9008.63
2026-01-20,85,Valentim Oliveira,Porto da Conceição S/A,SaaS,TikTok Ads,Lead Gen,5872,813,4457.28,16,2193.52
2026-01-26,82,Lorena da Rocha,Cardoso S/A,SaaS,Meta Ads,Lead Gen,35995,1583,2599.9,97,13659.3
2026-01-09,29,Ravi Lucca Barbosa,Ramos,Marketing,Google Ads,Lead Gen,24454,815,4045.66,105,13307.59
2026-01-21,3,Ana Lívia Fernandes,da Cunha Silveira Ltda.,E-commerce,TikTok Ads,Awareness,36331,1768,4275.01,73,8363.33
2026-01-10,4,Jade da Luz,Silveira,Marketing,Google Ads,Conversão,12300,517,3216.84,127,7213.45
2026-01-13,52,Igor Siqueira,Montenegro,E-commerce,Meta Ads,Retargeting,48400,261,1055.63,24,1349.76
2026-01-13,64,Samuel Fernandes,Siqueira das Neves e Filhos,SaaS,TikTok Ads,Black Friday,46716,326,2152.91,111,13138.29
2026-01-11,91,Cecília Siqueira,Machado Ltda.,Marketing,LinkedIn Ads,Retargeting,30053,598,3490.03,113,10435.53
2026-01-15,16,Sr. Mathias Costa,Ferreira,Varejo,Meta Ads,Conversão,12516,1521,4437.42,6,873.08
2026-01-13,2,Dra. Maria Cecília Rezende,da Mata,SaaS,Meta Ads,Black Friday,19565,1751,3894.93,103,5200.64
2026-01-10,73,José da Cruz,da Conceição,E-commerce,TikTok Ads,Awareness,15239,1931,2347.92,91,8309.63
2026-01-19,11,João Guilherme Pimenta,Ferreira S/A,Varejo,TikTok Ads,Retargeting,20182,1602,4140.38,100,14282.38
2026-01-16,60,Luigi Sampaio,Castro S.A.,E-commerce,TikTok Ads,Awareness,13522,1488,1230.48,115,11052.57
2026-01-15,3,Apollo Silva,Ferreira Azevedo - ME,Varejo,Google Ads,Retargeting,23019,1689,653.87,69,5318.3
2026-01-13,19,Matteo Jesus,Gonçalves,Marketing,Google Ads,Retargeting,41921,1703,1665.47,53,5103.79
2026-01-22,95,Natália da Mota,Pastor,SaaS,Google Ads,Black Friday,23755,1092,4751.38,90,12887.06
2026-01-21,5,Dr. Thomas Sousa,Cirino,E-commerce,TikTok Ads,Conversão,20747,1740,2810.58,65,7482.58
2026-01-11,98,Arthur Gabriel Cavalcante,Albuquerque,Varejo,Google Ads,Lead Gen,36343,1481,1308.19,44,5666.62
2026-01-23,16,Dr. Rael da Paz,Fonseca,E-commerce,Meta Ads,Awareness,15220,436,2514.51,113,10396.47
2026-01-23,32,Sr. Asafe Carvalho,Oliveira S/A,Varejo,LinkedIn Ads,Awareness,35405,1595,540.32,70,4408.26
2026-01-30,42,Eloá da Rosa,Costa Ltda.,E-commerce,TikTok Ads,Promo,11404,1461,2147.59,12,1299.12
2026-01-16,65,Sr. Luiz Henrique Lima,Nascimento,SaaS,TikTok Ads,Conversão,46238,1379,3590.9,133,19465.64
2026-01-28,36,Enzo Gabriel Pastor,Alves,E-commerce,LinkedIn Ads,Lead Gen,46573,1867,1091.07,78,9376.27
2026-01-05,52,Ester Sá,Moreira,Varejo,Meta Ads,Promo,27063,757,4074.61,103,9865.45
2026-01-29,11,Antônio Ramos,Pacheco,E-commerce,Google Ads,Promo,38650,1311,744.92,10,658.85
2026-01-21,93,Helena Abreu,Pacheco,Varejo,Google Ads,Lead Gen,29874,1098,1687.98,72,5853.38
2026-01-29,14,Lucca Aragão,das Neves,Marketing,LinkedIn Ads,Lead Gen,22460,832,3729.43,112,6866.94
2026-01-15,68,Maitê Andrade,Camargo,Varejo,Google Ads,Retargeting,44159,875,589.58,50,3820.44
2026-01-02,91,Vicente das Neves,Porto,SaaS,TikTok Ads,Black Friday,40981,1207,3667.28,91,5964.59
2026-01-18,70,Dr. Bernardo Vasconcelos,Aparecida - ME,E-commerce,Meta Ads,Awareness,13903,127,4780.86,147,18494.6
2026-01-19,26,Ana Sophia Souza,Viana,Varejo,Meta Ads,Conversão,14573,854,3790.6,127,18383.75
2026-01-20,69,Maya Mendes,Casa Grande - EI,Varejo,LinkedIn Ads,Conversão,16990,1369,3325.82,99,8599.38
2026-01-18,4,Enzo Gabriel Cassiano,Marques e Filhos,Marketing,TikTok Ads,Awareness,45058,284,724.58,37,2743.63
2026-01-21,4,Arthur Gabriel Vargas,Nunes,SaaS,LinkedIn Ads,Promo,21099,778,3146.6,96,9775.83
2026-01-06,92,Emanuelly Pastor,Gonçalves Azevedo e Filhos,SaaS,Google Ads,Black Friday,41256,1883,3458.18,64,4479.75
2026-01-16,64,Dr. Thomas Caldeira,Pastor,Varejo,LinkedIn Ads,Awareness,30260,1746,2445.53,10,638.63
2026-01-15,65,Isis Teixeira,Ferreira Garcia Ltda.,SaaS,TikTok Ads,Awareness,27127,1252,1547.26,108,8844.69
2026-01-12,64,Enzo da Luz,Câmara,SaaS,TikTok Ads,Promo,29532,1173,2587.54,27,2702.36
2026-01-30,85,Augusto Rodrigues,Cavalcanti,Varejo,Google Ads,Awareness,5907,1936,4382.09,147,19238.94
2026-01-20,73,Larissa Lopes,Silva Ltda.,SaaS,TikTok Ads,Promo,29915,524,3102.47,40,5213.77
2026-01-22,82,Sabrina da Rosa,Albuquerque Pinto S/A,SaaS,Meta Ads,Retargeting,25546,406,2171.69,42,4840.07
2026-01-02,78,Danilo Mendonça,Aparecida,SaaS,Google Ads,Promo,43460,1481,3503.96,106,13348.05
2026-01-25,26,Ana Júlia Leão,Cunha,E-commerce,LinkedIn Ads,Lead Gen,13417,209,2312.0,10,1432.49
2026-01-11,7,Vinicius Correia,da Mata,Varejo,TikTok Ads,Retargeting,23900,505,809.12,8,1177.95
2026-01-23,85,Davi Miguel Vieira,Mendonça - ME,Varejo,TikTok Ads,Conversão,12155,1068,1235.99,16,988.29
2026-01-10,8,Dr. Theo Nunes,Fernandes Ribeiro - EI,Varejo,Google Ads,Awareness,48318,1844,799.28,59,4122.8
2026-01-07,5,Danilo Novaes,Cavalcante,Marketing,Meta Ads,Retargeting,43034,586,1557.44,118,8916.81
2026-01-18,40,Danilo Sá,Caldeira - EI,Varejo,Google Ads,Black Friday,15913,738,3427.79,93,9654.15
2026-01-20,85,Diego Melo,Macedo,Varejo,LinkedIn Ads,Retargeting,16170,219,704.11,44,3506.54
2026-01-31,75,Joaquim da Luz,Ferreira Guerra - ME,SaaS,Google Ads,Awareness,8134,1360,4589.68,38,5032.38
2026-01-04,38,Mariana da Rosa,Correia Pacheco - ME,Marketing,LinkedIn Ads,Conversão,10152,1406,1612.1,133,10352.3
2026-01-19,70,Isabel da Mota,Mendonça,Varejo,TikTok Ads,Retargeting,36429,997,2908.95,105,5816.63
2026-01-30,10,Sofia Casa Grande,Rocha,E-commerce,Google Ads,Retargeting,45496,1924,3397.99,36,4445.3
2026-01-23,2,Maria Luiza Almeida,Aparecida,E-commerce,Google Ads,Awareness,19932,671,3323.57,143,18567.93
2026-01-13,7,Maria Fernanda Azevedo,Melo Sá - ME,Marketing,Meta Ads,Lead Gen,21230,242,4519.75,100,9809.42
2026-01-23,67,Ísis Rodrigues,Peixoto,Marketing,Google Ads,Black Friday,20709,1127,1266.3,142,11985.12
2026-01-03,19,Vitor Pastor,da Luz,E-commerce,Google Ads,Black Friday,26664,407,4185.93,48,5377.74
2026-01-17,6,Anna Liz da Rocha,Dias Vargas S.A.,E-commerce,LinkedIn Ads,Black Friday,20716,956,4676.95,6,325.8
2026-01-18,62,Daniela Abreu,Pacheco - EI,SaaS,TikTok Ads,Promo,49542,1485,4122.67,142,8752.24
2026-01-27,86,Laura Sousa,Gonçalves,E-commerce,Google Ads,Lead Gen,24858,1179,2314.28,141,19724.63
2026-01-21,46,Mariane Costa,Cavalcanti Jesus S/A,Marketing,TikTok Ads,Black Friday,6227,782,4488.1,125,11719.9
2026-01-10,93,Mariana Brito,Lopes,Marketing,Meta Ads,Awareness,40711,368,4203.31,107,14689.74
2026-01-02,20,Sra. Catarina Correia,Almeida da Paz e Filhos,E-commerce,TikTok Ads,Black Friday,22689,499,992.8,55,8177.71
2026-01-19,18,Ísis Silveira,Teixeira e Filhos,E-commerce,LinkedIn Ads,Black Friday,8636,154,3832.39,14,875.5
2026-01-30,69,Otávio Rodrigues,Vasconcelos Ltda.,Marketing,Meta Ads,Promo,26114,1331,4204.07,25,2643.41
2026-01-19,43,Juan Aparecida,da Luz,Marketing,LinkedIn Ads,Lead Gen,18335,831,1106.86,60,6199.75
2026-01-07,75,Maria Flor Freitas,Costela,SaaS,TikTok Ads,Retargeting,34974,1838,3313.75,71,3679.34
2026-01-15,56,Amanda Pinto,Rezende,Marketing,LinkedIn Ads,Awareness,39447,1796,3559.93,87,11235.48
2026-01-01,37,Liz Almeida,Nogueira S/A,SaaS,Google Ads,Conversão,19708,1294,841.29,12,1188.27
2026-01-14,34,Arthur da Conceição,Macedo S.A.,SaaS,Meta Ads,Lead Gen,36260,1005,1042.97,98,11144.03
2026-01-06,46,Sr. Francisco Pacheco,Barros,E-commerce,Google Ads,Lead Gen,18886,541,1363.58,7,1032.06
2026-01-04,36,Bruna Borges,Silva,SaaS,LinkedIn Ads,Promo,19025,1558,3179.05,53,7000.44
2026-01-05,21,Fernanda Cunha,Vargas S.A.,Varejo,Google Ads,Black Friday,14504,1624,3140.81,87,11675.32
2026-01-26,55,Vitória Fogaça,Gomes - ME,Varejo,Meta Ads,Awareness,40942,1306,4680.84,140,15195.97
2026-01-26,18,Arthur Miguel Vargas,Teixeira - ME,Varejo,Meta Ads,Conversão,13046,402,4930.87,125,15112.77
2026-01-13,47,Isaque da Mata,Pinto,Varejo,Google Ads,Awareness,15967,1995,3400.07,124,14369.62
2026-01-01,93,Bárbara Costa,Castro,Varejo,TikTok Ads,Promo,24986,1942,4638.15,29,4145.31
2026-01-08,56,Henrique Carvalho,Caldeira,Marketing,TikTok Ads,Black Friday,20081,166,888.81,122,13784.07
2026-01-22,27,Brenda Vasconcelos,Sales,E-commerce,LinkedIn Ads,Lead Gen,28756,1431,4345.71,139,19020.58
2026-01-31,90,Sara Nunes,Aparecida Campos Ltda.,SaaS,Meta Ads,Lead Gen,15498,313,4699.58,28,3355.32
2026-01-09,35,Eduardo Sampaio,Araújo,SaaS,TikTok Ads,Promo,49667,1353,4381.93,117,6656.5
2026-01-31,69,Lorenzo Peixoto,Brito Nunes - EI,Marketing,TikTok Ads,Black Friday,16362,1523,1029.55,67,4889.48
2026-01-17,26,Sr. Leonardo Andrade,Freitas,SaaS,TikTok Ads,Awareness,23011,647,4769.89,62,5021.4
2026-01-25,32,Theo Novaes,Sales,Varejo,LinkedIn Ads,Conversão,6875,1781,1785.73,103,8315.42
2026-01-14,54,Rafaela Jesus,Moura - ME,SaaS,Google Ads,Retargeting,26895,1235,1325.53,90,6626.49
2026-01-28,47,Daniel Câmara,Monteiro,Marketing,LinkedIn Ads,Retargeting,32788,1277,4058.42,37,5476.26
2026-01-11,35,Sophie Lopes,Peixoto Pimenta - EI,Varejo,Meta Ads,Retargeting,24977,1721,2477.3,99,12213.06
2026-01-08,91,Dante da Mata,Rezende Moura e Filhos,Varejo,TikTok Ads,Conversão,7150,861,3950.31,124,14127.41
2026-01-07,50,Anthony Gabriel Martins,Montenegro Borges Ltda.,E-commerce,TikTok Ads,Lead Gen,29908,709,3743.91,58,8036.42
2026-01-28,64,Luana Pires,Sousa - EI,E-commerce,Google Ads,Promo,13976,664,3177.36,10,636.62
2026-01-06,98,Ana Cecília Freitas,da Rosa Silva S/A,Varejo,Meta Ads,Lead Gen,17709,407,3716.0,89,5187.92
2026-01-28,54,Isabel Moreira,Carvalho Santos e Filhos,Marketing,Meta Ads,Lead Gen,5842,1573,4427.96,42,2277.28
2026-01-11,16,Gael Henrique Gonçalves,Peixoto,SaaS,Google Ads,Black Friday,12597,1884,1722.15,68,7779.42
2026-01-10,54,Ayla Moura,Garcia Silva S.A.,Marketing,Google Ads,Lead Gen,16984,1049,3942.51,91,5268.56
2026-01-17,36,Maria Laura da Costa,Moraes S.A.,Marketing,LinkedIn Ads,Promo,30952,1264,2735.86,138,10645.73
2026-01-16,79,Nina Barbosa,da Paz - EI,Varejo,Google Ads,Lead Gen,10041,274,2495.78,55,5547.52
2026-01-23,77,Valentina Martins,Viana - EI,SaaS,Google Ads,Lead Gen,30972,423,4968.27,90,8945.82
2026-01-31,45,Yago Rezende,Moreira - ME,SaaS,Meta Ads,Promo,39723,1689,3622.87,111,13290.59
2026-01-16,40,Guilherme Almeida,Souza S.A.,SaaS,Meta Ads,Awareness,40038,1743,1913.85,43,3730.49
2026-01-09,100,Srta. Carolina da Mata,Guerra,Varejo,Google Ads,Awareness,26173,391,4011.58,24,2017.43
2026-01-22,7,Antônio da Rocha,Farias,Varejo,Google Ads,Black Friday,31924,698,2283.33,140,7522.65
2026-01-02,21,Marcos Vinicius Dias,Farias,SaaS,LinkedIn Ads,Promo,41772,1500,4435.54,130,11804.29
2026-01-03,87,Joana Almeida,Sousa,Marketing,Google Ads,Awareness,12146,260,554.07,67,3616.11
2026-01-18,82,Henrique das Neves,Novais Vieira Ltda.,SaaS,Google Ads,Promo,32449,610,673.21,98,7991.4
2026-01-20,84,Gustavo Moura,Sales S/A,SaaS,LinkedIn Ads,Retargeting,23604,1447,2811.41,95,5205.11
2026-01-31,11,Mariana Siqueira,Guerra - EI,Varejo,Meta Ads,Lead Gen,46967,1554,749.7,82,6164.48
2026-01-19,71,Caroline da Costa,Sales,Varejo,LinkedIn Ads,Retargeting,10837,1034,3621.25,141,19859.41
2026-01-13,32,Paulo Duarte,Rios,Varejo,Google Ads,Awareness,29028,1097,3812.8,150,14909.64
2026-01-13,19,Ana Lívia Ramos,Borges,SaaS,Google Ads,Promo,36564,201,1125.48,40,5409.01
2026-01-04,72,Ana Júlia Pereira,Marques das Neves e Filhos,Varejo,Google Ads,Awareness,21613,503,3389.42,53,3137.82
2026-01-15,58,Dr. Miguel Porto,Sousa da Cunha Ltda.,Marketing,Meta Ads,Awareness,47645,167,1314.02,122,12601.31
2026-01-09,15,João Pedro Leão,Barros,Varejo,LinkedIn Ads,Awareness,46959,673,2198.84,10,663.03
2026-01-22,28,Mariane Nogueira,Almeida,Marketing,LinkedIn Ads,Black Friday,15494,1444,1767.52,102,12206.07
2026-01-17,85,Julia Correia,Almeida e Filhos,Marketing,LinkedIn Ads,Conversão,39845,947,4469.0,121,7930.11
2026-01-08,63,Marina Barbosa,Gomes,SaaS,Google Ads,Lead Gen,16314,246,4235.98,58,6658.24
2026-01-20,7,Caleb Vasconcelos,Lopes Duarte - EI,Marketing,Google Ads,Black Friday,40782,993,2377.12,60,7443.38
2026-01-18,73,Ísis Moreira,Campos,Varejo,Google Ads,Conversão,17740,1602,2924.81,9,1321.06
2026-01-03,93,Isabella Casa Grande,Jesus Ltda.,SaaS,LinkedIn Ads,Black Friday,8680,1173,3600.86,8,797.96
2026-01-14,32,Daniela Cirino,Silveira Oliveira - EI,Marketing,LinkedIn Ads,Lead Gen,23809,339,3691.56,58,7387.91
2026-01-11,95,Ana Sophia Guerra,Jesus S.A.,E-commerce,Google Ads,Conversão,26614,478,4674.68,146,9909.16
2026-01-26,78,Antonella Pires,Guerra - ME,Marketing,Meta Ads,Retargeting,11619,1664,4297.83,136,19277.28
2026-01-09,58,Maria Laura Pereira,Costela,E-commerce,TikTok Ads,Awareness,32510,1476,4700.5,131,11060.33
2026-01-02,62,Sra. Hellena Peixoto,Pinto,Marketing,TikTok Ads,Lead Gen,36759,1461,866.69,127,8617.48
2026-01-03,57,Sra. Ana Barros,Freitas,Varejo,Meta Ads,Awareness,16121,959,662.82,17,1994.41
2026-01-22,31,Dra. Brenda da Mota,da Rocha Correia - EI,Marketing,TikTok Ads,Black Friday,34329,716,4201.01,48,5570.14
2026-01-23,97,Benício Alves,Vasconcelos e Filhos,Varejo,Google Ads,Black Friday,9942,1565,1324.94,150,16554.23
2026-01-12,43,Elisa Silva,Barbosa Machado e Filhos,SaaS,TikTok Ads,Lead Gen,25738,1613,2383.24,103,11239.43
2026-01-17,36,Pedro Miguel Sá,Melo,Marketing,TikTok Ads,Lead Gen,19358,1865,2151.78,143,8486.82
2026-01-06,30,Sophia Farias,Pacheco,E-commerce,LinkedIn Ads,Awareness,8232,1955,1566.49,66,5710.3
2026-01-10,54,Ana Beatriz Barros,Cavalcante e Filhos,E-commerce,Meta Ads,Black Friday,38756,1006,2892.59,137,19133.47
2026-01-05,49,Julia Casa Grande,da Cunha Caldeira S.A.,E-commerce,TikTok Ads,Promo,16412,366,1891.22,56,6775.67
2026-01-21,81,João Felipe Oliveira,Montenegro,SaaS,TikTok Ads,Lead Gen,29733,1195,4243.65,60,8053.26
2026-01-02,5,Joana Duarte,Marques,E-commerce,LinkedIn Ads,Promo,38669,803,2727.16,56,7462.51
2026-01-18,7,Dra. Aylla Cunha,Lopes,Marketing,Meta Ads,Conversão,15062,635,3311.7,136,9407.23
2026-01-04,36,Isis Pereira,Ribeiro,SaaS,LinkedIn Ads,Retargeting,37644,313,4188.15,49,3714.78
2026-01-06,12,Vitor Peixoto,Vasconcelos,E-commerce,TikTok Ads,Awareness,33459,1896,4293.77,53,4010.7
2026-01-18,82,Theo Pires,Novaes Nogueira - ME,Varejo,Google Ads,Awareness,49860,832,4722.25,91,7787.84
2026-01-05,98,Maysa Rios,Lopes,E-commerce,LinkedIn Ads,Promo,25802,939,4778.09,111,16198.1
2026-01-18,40,Danilo Marques,Montenegro,Marketing,Meta Ads,Retargeting,16378,373,1479.17,73,7506.59
2026-01-01,77,Srta. Liz Jesus,Rios Pimenta Ltda.,Varejo,Meta Ads,Retargeting,8079,841,3586.23,39,4497.58
2026-01-17,14,Pedro Lucas Martins,Sá,Varejo,Meta Ads,Conversão,22439,789,1939.77,125,9518.36
2026-01-16,80,Yasmin Rezende,da Mata,Varejo,TikTok Ads,Conversão,17758,953,4894.45,95,9116.62
2026-01-18,54,Letícia Freitas,Duarte,E-commerce,Google Ads,Retargeting,26114,1521,4640.65,45,4462.55
2026-01-17,1,Melissa Teixeira,Silva S.A.,Marketing,TikTok Ads,Promo,30929,1920,3062.86,78,5332.19
2026-01-11,13,André Pinto,Guerra,SaaS,Meta Ads,Conversão,22860,1009,1892.3,34,4569.67
2026-01-01,14,Sr. Davi Luiz Marques,Azevedo,E-commerce,TikTok Ads,Awareness,41062,803,1215.25,9,1131.25
2026-01-13,50,Kevin Pires,Camargo Fogaça - EI,Marketing,Google Ads,Black Friday,7821,375,1928.98,27,3961.94
2026-01-07,28,Isadora Duarte,Vasconcelos - EI,Marketing,Google Ads,Conversão,11474,1568,3091.88,51,4747.84
2026-01-28,51,Davi Luiz Siqueira,Novais S.A.,SaaS,Meta Ads,Promo,35938,647,1548.34,114,8887.74
2026-01-27,59,Olívia Araújo,Peixoto,Marketing,LinkedIn Ads,Black Friday,38808,924,1057.89,138,10986.67
2026-01-06,29,Bento Guerra,Costa Duarte S.A.,Marketing,Google Ads,Conversão,30837,1906,2036.76,130,16044.59
2026-01-19,20,Luna Castro,Aparecida,Varejo,LinkedIn Ads,Promo,47880,510,3450.25,87,6096.56
2026-01-22,100,Davi Lucas da Mota,Sá,Marketing,Meta Ads,Black Friday,42884,884,812.76,96,12239.51
2026-01-15,67,Renan Siqueira,Albuquerque S.A.,SaaS,Google Ads,Black Friday,17596,177,513.52,18,1237.35
2026-01-31,18,Dra. Sofia Rocha,Marques Lopes S/A,E-commerce,Google Ads,Awareness,19146,659,635.45,61,6372.09
2026-01-05,16,Elisa da Cruz,Caldeira,E-commerce,Meta Ads,Lead Gen,29453,1168,4254.49,114,13637.73
2026-01-08,24,Emilly Rezende,Rezende Nunes Ltda.,Marketing,TikTok Ads,Promo,27524,1297,2932.95,54,3741.4
2026-01-25,48,Lorena Vieira,Martins,E-commerce,TikTok Ads,Promo,30652,1934,2270.68,110,12222.38
2026-01-07,6,Yasmin Pinto,Montenegro,E-commerce,Meta Ads,Black Friday,16112,1372,2823.72,23,3398.24
